ticker,finalPosition,finalPositionAsPercentageOfInitialPrice,AveragePosition,SDPosition,MaxPosition,MinPosition,AvgChangeInPosition,SDChangeInPosition,MinChangeInPosition,MaxChangeInPosition,FinalHoldingGrossReturn,AverageHoldingGrossReturn,SDHoldingGrossReturn,MinHoldingGrossReturn,MaxHoldingGrossReturn
XOM,-0.39000000000000057,-0.003645030141595407,-0.5274285714285745,0.0752614490578426,-0.39000000000000057,-0.5970000000000084,0.03450000000000131,0.04955703784529427,-0.02199999999999136,0.09799999999999898,0.9960839291555679,0.9926474877210892,0.0030866067729154087,0.9865320809383615,1.0013178185896536
AAPL,0.3799999999999102,0.001936799184505149,0.4622142857142454,0.1387350427538268,0.6569999999999254,0.27599999999998204,-0.003230769230775912,0.10112793369963897,-0.24600000000000932,0.13199999999997658,0.9972375127420999,0.9984199796126403,0.0012972449413417954,0.9957084607543324,1.0021406727828748
MSFT,0.19999999999998863,0.000596795803331877,1.1037777777777744,0.36113528551561686,1.4039999999999964,0.19999999999998863,-0.09700000000000131,0.3821936681840797,-0.9340000000000259,0.2669999999999959,1.003980628008224,1.0054971856104575,0.003097300677049769,0.9963595455996754,1.0098322108598934
TSLA,1.4789999999998713,0.005558645780089116,1.3659999999999155,0.479222286627007,2.238999999999919,0.6389999999998963,-0.008833333333342352,0.5236214512817734,-1.6000000000000227,0.375,0.9816177575994467,0.9848731324700235,0.004056413186527842,0.9786561532216842,1.0
